,text,labels
155,from shy kid to breakout star one of our first two episodes features  and we discuss her journey and dig into what,ISFP
156,triple black1212 on,ISFP
157,skincare is restocked now,ISFP
158,othertone   me encantó hacer este podcast contigo fammm y scott love u,ISFP
159,i want people to be inspired by people who inspire us  is joined by  and  on otherton,ISFP
160,thanks for having me,ISFP
161,life lesson  all we need is love inspiration + others new episode w  is here and its   visit,ISFP
162,here we go first two  episodes out now featuring our guests  and    listen on  or wherever you get your,ISFP
163,the black ambition  hbcu prize provides access to capital pitch feedback and mentorship  represented by this i,ISFP
164,blackambition would not be possible without the generous support of our brand partners both in time and talent wer,ISFP
165,the black ambition prize provides a platform for eligible entrepreneurs to access capital amp mentorship amp compete for,ISFP
166,podium 2020  tune in tomorrow  12pm et as  amp i introduce our dear friend  amp her brand  and talk vavb collaboration and creativity,ISFP
167,शबश brother proud of you keep the fitness on big love n respect ps  dont try this without supervision and safety,ISFP
168,kneel down to nature beachday  naturelover,ISFP
169,congratulations mr ranjitsinh disale for all your hard work and efforts  teaching is a work of heart such a proud moment for india,ISFP
170,sista shot this alexa by,ISFP
171,tô muito,ISFP
172,a gente aprende e cresce juntas,ISFP
173,hahahahaha,ISFP
174,nope,ISFP
175,esse look de dia a dia  não ué hahaha,ISFP
176,saiu vídeo novo no canal  e vocês jurando que ele tinha sido esquecido no churrasco né,ISFP
177,by marcus cooper for   easy w  and  is out in a few fuckin hourrrsss,ISFP
178,holy fuck glad youre okay,ISFP
179,i did have quite a lot of fun tucking it back for pics,ISFP
180,been in melbourne literally 4 days and this is what i look like now loooooool,ISFP
181,kacey musgraves after working with troye sivan,ISFP
182,omg,ISFP
183,pay us to make this into a movie maybe,ISFP
184,presavepresavepresaveeasyeasyeasy,ISFP
185,ffs i cant waittttttt,ISFP
186,im back hehe,ISFP
187,ur rat baby,ISFP
188,such an honor to close out the year with the  we talked about having the right perspective her versuz with gladys knight amp of course her famous patti pies  watch the full conversation on youtube were back in the new year thanks for the support   stayme7o,ISFP
189,i am excited to announce the launch of  the first basketball educational platform taught directly by nbawnba players and industry professionals were giving away all our secrets and helping mentor those that will come after us  ttl,ISFP
190,in this new training and development project   and  are bringing students into,ISFP
191,patti labelle  whats in your glass   carmelo anthony,ISFP
192,the legendary singer songwriter actress and businesswoman  is my special guest for todays whats in your glass  join us on youtube live and twitter at 5pm pt8pm et  whatsinyourglass,ISFP
193,im excited to have the one and only  join me for a special holiday edition of whats in your glass  monday at 5pm pt8pm et on youtube live and twitter  whatsinyourglass,ISFP
194,growth comes when you step out your comfort zone tbt  stayme7o,ISFP
195,make the most with what you have,ISFP
196,i learned a lot this year,ISFP
197,gemeshh part ii    afganraisa  afganraisatunjukkan,ISFP
198,guys jangan lupa untuk nonton tonight show malem ini jam 2100 karena akan ada aku dan  see yaaa,ISFP
199,spot me   raisaxdarbotz,ISFP
200,aku bikin giveaway nii cek tweet aku yg ini yaa,ISFP
201,omg rame bangeet pada pengen giveaway ok kalo gitu coba kasih alesan kenapa kamu pengen banget merchandise ini  2 orang yang jawabannya menarik ku kirimin tshirt   raisaxdarbotz,ISFP
202,hayo siapa yang mau  coba reply buat yang mau rt buat yang mau banget   raisaxdarbotz,ISFP
203,restocking supplies para sa bahay   scantopay na with paymaya  may paymayaguinaldo ka na para sa next grocery trip niyo may entry ka pa to win the php 1 million grand prize this christmas   dontpaycashpaymaya  betterqrcheck out for more details,ISFP
204,all the best moments as we eased past marseille    mancity,ISFP
205,the official view from the etihad    mancity,ISFP
206,pep   had a knock in his ankle he played the last game 90 minutes so we didnt want to take a risk we will see tomorrow how he feels,ISFP
207,pep  we are in the next round and we see the teams who have qualified are incredible it will be an interesting draw hopefully we can arrive in a good mood we score goals we concede few and in general it was a good performance,ISFP
208,pep  s instinct to score goals will always be there  he made 3 4 good sessions and after the training sessions the injury reaction was good today he played 25 minutes scored a goal  step by step  mancity,ISFP
209,back with a clean sheet  topofthegroup  jobdone,ISFP
210,just makin sure its counted as mine  clean win amp qualification on to the next stage,ISFP
211,happy to be back happy for the w my knee is feeling better and im gradually getting back into condition my gratitu,ISFP
212,from  in 2003 to  this evening 1000 city goals at the etihad   mancity,ISFP
213,the best way to complete a brilliant group stage bring on the  ucl draw on monday   mancity,ISFP
214,another great night for this young man   mancity,ISFP
215,we march on  heres some live reaction for you send your thoughts into the studio using  wnrh on social,ISFP
216,fulltime  five wins and a draw is a sensational  ucl group stage return  30   mancity,ISFP
217,a favourable ricochet gifts  the chance  practically on the line  to rifle home for his seventh of the seasonwhat a great display from a team that started with nine changes  30   mancity,ISFP
218,and another  30   mancity,ISFP
219,main channel  the dolan twins youtube channel dot com backslash  the one with me and grayson on it  the one that is me and grayson but not deeper with the dolan twins podcast channel but podcast vid as usual tomorrow too but return to main channel,ISFP
220,ok were back on youtube tomorrow,ISFP
221,grayson always says he has better style than me i just went in his closet and saw at least 6 pairs of my pants in there i am your style grayson,ISFP
222,has anyone else been receiving an ungodly amount of hate for reasons they cant understand recently  if ur going through it and want to talk about it id love to have the convo on our podcast let me know sending positive vibes your way,ISFP
223,assume everyone is doing their best someone elses best may not look like your best were all in the same boat were all trying be there for each other,ISFP
224,happy birthday,ISFP
225,if u dont have a case on ur phone ur sus,ISFP
226,the signature tailoring style of  diormenfall 2021 by kim jones and inspired by one of monsieur diors own designs the tailleur oblique jacket gets a military makeover its exaggerated overlap accented with patch pockets and a belted waist,ISFP
227,watching the  diormenfall 2021 show from kim jones  starsindior gwendoline christie and douglas booth wore tailored looks from the new collection set off by a dior and kenny scharf mockneck shirt trousers and beret stay tuned for more,ISFP
228,the unveiling of  diormenfall 2021 by kim jones was watched by  in a blue satin tailleur oblique suit with dior and kenny scharf beaded beret and  dioroblique gloves stay tuned for more on this new collection starsindior,ISFP
229,the i may destroy you star discusses his collaborative relationship with kim jones the confidence he feels when wearing dior a,ISFP
230,learn about seed embroidery the meticulous and ancient chinese technique translating the work of collaborative artist kenny scharf with millions of tiny stitches into pointillist masterpieces for  diormenfall 2021 by kim jones diorsavoirfaire,ISFP
231,backstage at  diormenfall 2021 by kim jones get a closer look at how the ancient chinese seed embroidery technique was impressively used to recreate the bold artwork of kenny scharf on berets belts and iconic  diorsaddle bags,ISFP
232,two standout shirts from  diormenfall 2021 by kim jones highlight how the eyepopping work of collaborative artist kenny scharf was reinterpreted through the prism of  diorsavoirfaire with mindbogglingly detailed chinese seed embroidery,ISFP
